municipio,data,dose,n
EMBU-GUACU,2021-02-12,2a Dose,207
EMBU-GUACU,2021-02-13,1a Dose,6
EMBU-GUACU,2021-02-13,2a Dose,2
EMBU-GUACU,2021-02-14,1a Dose,2
EMBU-GUACU,2021-02-14,2a Dose,2
EMBU-GUACU,2021-02-15,1a Dose,215
EMBU-GUACU,2021-02-15,2a Dose,7
EMBU-GUACU,2021-02-16,1a Dose,92
EMBU-GUACU,2021-02-16,2a Dose,3
EMBU-GUACU,2021-02-17,1a Dose,78
EMBU-GUACU,2021-02-17,2a Dose,19
EMBU-GUACU,2021-02-18,1a Dose,119
EMBU-GUACU,2021-02-18,2a Dose,54
EMBU-GUACU,2021-02-19,1a Dose,112
EMBU-GUACU,2021-02-19,2a Dose,31
EMBU-GUACU,2021-02-20,1a Dose,1
EMBU-GUACU,2021-02-22,1a Dose,58
EMBU-GUACU,2021-02-22,2a Dose,9
EMBU-GUACU,2021-02-23,1a Dose,57
EMBU-GUACU,2021-02-23,2a Dose,9
EMBU-GUACU,2021-02-24,1a Dose,39
EMBU-GUACU,2021-02-24,2a Dose,4
EMBU-GUACU,2021-02-25,1a Dose,27
EMBU-GUACU,2021-02-25,2a Dose,10
EMBU-GUACU,2021-02-26,1a Dose,11
EMBU-GUACU,2021-02-26,2a Dose,8
EMBU-GUACU,2021-02-27,2a Dose,1
EMBU-GUACU,2021-02-28,1a Dose,1
EMBU-GUACU,2021-03-01,1a Dose,393
EMBU-GUACU,2021-03-01,2a Dose,52
EMBU-GUACU,2021-03-02,1a Dose,157
EMBU-GUACU,2021-03-02,2a Dose,50
EMBU-GUACU,2021-03-03,1a Dose,410
EMBU-GUACU,2021-03-03,2a Dose,41
EMBU-GUACU,2021-03-04,1a Dose,135
EMBU-GUACU,2021-03-04,2a Dose,63
EMBU-GUACU,2021-03-05,1a Dose,24
EMBU-GUACU,2021-03-05,2a Dose,80
EMBU-GUACU,2021-03-08,1a Dose,100
EMBU-GUACU,2021-03-08,2a Dose,283
EMBU-GUACU,2021-03-09,1a Dose,50
EMBU-GUACU,2021-03-09,2a Dose,116
EMBU-GUACU,2021-03-10,1a Dose,11
EMBU-GUACU,2021-03-10,2a Dose,42
EMBU-GUACU,2021-03-11,1a Dose,7
EMBU-GUACU,2021-03-11,2a Dose,11
EMBU-GUACU,2021-03-12,1a Dose,37
EMBU-GUACU,2021-03-12,2a Dose,65
EMBU-GUACU,2021-03-15,1a Dose,362
EMBU-GUACU,2021-03-15,2a Dose,119
EMBU-GUACU,2021-03-16,1a Dose,10
EMBU-GUACU,2021-03-16,2a Dose,5
EMBU-GUACU,2021-03-17,1a Dose,8
EMBU-GUACU,2021-03-17,2a Dose,1
EMBU-GUACU,2021-03-18,1a Dose,89
EMBU-GUACU,2021-03-18,2a Dose,46
EMBU-GUACU,2021-03-19,1a Dose,622
EMBU-GUACU,2021-03-19,2a Dose,60
EMBU-GUACU,2021-03-21,2a Dose,1
EMBU-GUACU,2021-03-22,1a Dose,39
EMBU-GUACU,2021-03-22,2a Dose,170
EMBU-GUACU,2021-03-23,1a Dose,1
EMBU-GUACU,2021-03-23,2a Dose,1
EMBU-GUACU,2021-03-24,1a Dose,144
EMBU-GUACU,2021-03-24,2a Dose,101
EMBU-GUACU,2021-03-25,1a Dose,117
EMBU-GUACU,2021-03-25,2a Dose,118
EMBU-GUACU,2021-03-26,1a Dose,304
EMBU-GUACU,2021-03-26,2a Dose,41
EMBU-GUACU,2021-03-27,2a Dose,5
EMBU-GUACU,2021-03-29,1a Dose,226
EMBU-GUACU,2021-03-29,2a Dose,69
EMBU-GUACU,2021-03-30,1a Dose,23
EMBU-GUACU,2021-03-30,2a Dose,52
EMBU-GUACU,2021-03-31,1a Dose,14
EMBU-GUACU,2021-03-31,2a Dose,33
EMBU-GUACU,2021-04-01,1a Dose,17
EMBU-GUACU,2021-04-01,2a Dose,6
EMBU-GUACU,2021-04-02,1a Dose,3
EMBU-GUACU,2021-04-05,1a Dose,126
EMBU-GUACU,2021-04-05,2a Dose,345
EMBU-GUACU,2021-04-06,1a Dose,154
EMBU-GUACU,2021-04-06,2a Dose,22
EMBU-GUACU,2021-04-07,1a Dose,80
EMBU-GUACU,2021-04-07,2a Dose,17
EMBU-GUACU,2021-04-08,1a Dose,26
EMBU-GUACU,2021-04-08,2a Dose,97
EMBU-GUACU,2021-04-09,1a Dose,21
EMBU-GUACU,2021-04-09,2a Dose,506
EMBU-GUACU,2021-04-10,1a Dose,1
EMBU-GUACU,2021-04-12,1a Dose,55
EMBU-GUACU,2021-04-12,2a Dose,15
EMBU-GUACU,2021-04-13,1a Dose,45
EMBU-GUACU,2021-04-13,2a Dose,4
EMBU-GUACU,2021-04-14,1a Dose,99
EMBU-GUACU,2021-04-14,2a Dose,72
EMBU-GUACU,2021-04-15,1a Dose,39
EMBU-GUACU,2021-04-15,2a Dose,103
EMBU-GUACU,2021-04-16,1a Dose,66
EMBU-GUACU,2021-04-16,2a Dose,281
EMBU-GUACU,2021-04-18,2a Dose,2
EMBU-GUACU,2021-04-19,1a Dose,118
EMBU-GUACU,2021-04-19,2a Dose,270
EMBU-GUACU,2021-04-20,1a Dose,130
EMBU-GUACU,2021-04-20,2a Dose,45
EMBU-GUACU,2021-04-22,1a Dose,64
EMBU-GUACU,2021-04-22,2a Dose,21
EMBU-GUACU,2021-04-23,1a Dose,27
EMBU-GUACU,2021-04-23,2a Dose,24
EMBU-GUACU,2021-04-26,1a Dose,35
EMBU-GUACU,2021-04-26,2a Dose,46
EMBU-GUACU,2021-04-27,1a Dose,15
EMBU-GUACU,2021-04-27,2a Dose,48
EMBU-GUACU,2021-04-28,1a Dose,30
EMBU-GUACU,2021-04-28,2a Dose,85
EMBU-GUACU,2021-04-29,1a Dose,15
EMBU-GUACU,2021-04-29,2a Dose,23
EMBU-GUACU,2021-04-30,1a Dose,12
EMBU-GUACU,2021-04-30,2a Dose,37
EMBU-GUACU,2021-05-01,2a Dose,5
EMBU-GUACU,2021-05-03,1a Dose,10
EMBU-GUACU,2021-05-03,2a Dose,55
EMBU-GUACU,2021-05-04,1a Dose,13
EMBU-GUACU,2021-05-04,2a Dose,50
EMBU-GUACU,2021-05-05,1a Dose,7
EMBU-GUACU,2021-05-05,2a Dose,34
EMBU-GUACU,2021-05-06,1a Dose,11
EMBU-GUACU,2021-05-06,2a Dose,37
EMBU-GUACU,2021-05-07,1a Dose,148
EMBU-GUACU,2021-05-07,2a Dose,82
EMBU-GUACU,2021-05-10,1a Dose,313
EMBU-GUACU,2021-05-10,2a Dose,122
EMBU-GUACU,2021-05-11,1a Dose,142
EMBU-GUACU,2021-05-11,2a Dose,69
EMBU-GUACU,2021-05-12,1a Dose,175
EMBU-GUACU,2021-05-12,2a Dose,52
EMBU-GUACU,2021-05-13,1a Dose,173
EMBU-GUACU,2021-05-13,2a Dose,41
EMBU-GUACU,2021-05-14,1a Dose,168
EMBU-GUACU,2021-05-14,2a Dose,44
EMBU-GUACU,2021-05-17,1a Dose,236
EMBU-GUACU,2021-05-17,2a Dose,8
EMBU-GUACU,2021-05-18,1a Dose,281
EMBU-GUACU,2021-05-18,2a Dose,10
EMBU-GUACU,2021-05-19,1a Dose,266
EMBU-GUACU,2021-05-19,2a Dose,12
EMBU-GUACU,2021-05-20,1a Dose,268
EMBU-GUACU,2021-05-20,2a Dose,14
EMBU-GUACU,2021-05-21,1a Dose,274
EMBU-GUACU,2021-05-21,2a Dose,53
EMBU-GUACU,2021-05-24,1a Dose,315
EMBU-GUACU,2021-05-24,2a Dose,26
EMBU-GUACU,2021-05-25,1a Dose,329
EMBU-GUACU,2021-05-25,2a Dose,21
EMBU-GUACU,2021-05-26,1a Dose,114
EMBU-GUACU,2021-05-26,2a Dose,13
EMILIANOPOLIS,2021-01-21,1a Dose,5
EMILIANOPOLIS,2021-01-22,1a Dose,26
EMILIANOPOLIS,2021-01-25,1a Dose,2
EMILIANOPOLIS,2021-01-28,1a Dose,22
EMILIANOPOLIS,2021-01-29,1a Dose,22
EMILIANOPOLIS,2021-02-01,1a Dose,1
EMILIANOPOLIS,2021-02-03,1a Dose,21
EMILIANOPOLIS,2021-02-04,1a Dose,32
EMILIANOPOLIS,2021-02-05,1a Dose,22
EMILIANOPOLIS,2021-02-10,1a Dose,29
EMILIANOPOLIS,2021-02-11,1a Dose,12
EMILIANOPOLIS,2021-02-12,2a Dose,33
EMILIANOPOLIS,2021-02-17,2a Dose,7
EMILIANOPOLIS,2021-02-18,2a Dose,8
EMILIANOPOLIS,2021-02-22,2a Dose,4
EMILIANOPOLIS,2021-02-23,2a Dose,2
EMILIANOPOLIS,2021-02-24,2a Dose,1
EMILIANOPOLIS,2021-02-26,1a Dose,41
EMILIANOPOLIS,2021-03-01,1a Dose,27
EMILIANOPOLIS,2021-03-01,2a Dose,18
EMILIANOPOLIS,2021-03-02,1a Dose,18
EMILIANOPOLIS,2021-03-02,2a Dose,46
EMILIANOPOLIS,2021-03-03,1a Dose,29
EMILIANOPOLIS,2021-03-03,2a Dose,15
EMILIANOPOLIS,2021-03-04,1a Dose,6
EMILIANOPOLIS,2021-03-04,2a Dose,3
EMILIANOPOLIS,2021-03-05,1a Dose,53
EMILIANOPOLIS,2021-03-08,1a Dose,22
EMILIANOPOLIS,2021-03-09,1a Dose,4
EMILIANOPOLIS,2021-03-09,2a Dose,37
EMILIANOPOLIS,2021-03-10,1a Dose,2
EMILIANOPOLIS,2021-03-10,2a Dose,2
EMILIANOPOLIS,2021-03-12,1a Dose,43
EMILIANOPOLIS,2021-03-12,2a Dose,2
EMILIANOPOLIS,2021-03-15,1a Dose,34
EMILIANOPOLIS,2021-03-15,2a Dose,2
EMILIANOPOLIS,2021-03-17,1a Dose,5
EMILIANOPOLIS,2021-03-18,1a Dose,63
EMILIANOPOLIS,2021-03-19,1a Dose,82
EMILIANOPOLIS,2021-03-23,2a Dose,10
EMILIANOPOLIS,2021-03-24,1a Dose,26
EMILIANOPOLIS,2021-03-24,2a Dose,22
EMILIANOPOLIS,2021-03-25,1a Dose,39
EMILIANOPOLIS,2021-03-25,2a Dose,1
EMILIANOPOLIS,2021-03-26,1a Dose,7
EMILIANOPOLIS,2021-03-26,2a Dose,41
EMILIANOPOLIS,2021-03-29,1a Dose,15
EMILIANOPOLIS,2021-03-29,2a Dose,28
EMILIANOPOLIS,2021-04-02,1a Dose,24
EMILIANOPOLIS,2021-04-02,2a Dose,23
EMILIANOPOLIS,2021-04-05,1a Dose,17
EMILIANOPOLIS,2021-04-05,2a Dose,39
EMILIANOPOLIS,2021-04-06,1a Dose,2
EMILIANOPOLIS,2021-04-09,2a Dose,8
EMILIANOPOLIS,2021-04-12,1a Dose,31
EMILIANOPOLIS,2021-04-12,2a Dose,6
EMILIANOPOLIS,2021-04-13,1a Dose,33
EMILIANOPOLIS,2021-04-14,1a Dose,12
EMILIANOPOLIS,2021-04-15,2a Dose,63
EMILIANOPOLIS,2021-04-16,2a Dose,22
EMILIANOPOLIS,2021-04-19,1a Dose,20
EMILIANOPOLIS,2021-04-19,2a Dose,9
EMILIANOPOLIS,2021-04-20,1a Dose,48
EMILIANOPOLIS,2021-04-20,2a Dose,1
EMILIANOPOLIS,2021-04-22,1a Dose,10
EMILIANOPOLIS,2021-04-23,1a Dose,5
EMILIANOPOLIS,2021-04-23,2a Dose,32
EMILIANOPOLIS,2021-04-26,1a Dose,7
EMILIANOPOLIS,2021-04-26,2a Dose,3
EMILIANOPOLIS,2021-04-27,1a Dose,19
EMILIANOPOLIS,2021-04-27,2a Dose,20
EMILIANOPOLIS,2021-04-28,1a Dose,21
EMILIANOPOLIS,2021-04-28,2a Dose,30
EMILIANOPOLIS,2021-04-29,1a Dose,6
EMILIANOPOLIS,2021-04-29,2a Dose,23
EMILIANOPOLIS,2021-04-30,1a Dose,22
EMILIANOPOLIS,2021-04-30,2a Dose,4
EMILIANOPOLIS,2021-05-05,1a Dose,81
EMILIANOPOLIS,2021-05-06,1a Dose,43
EMILIANOPOLIS,2021-05-06,2a Dose,29
EMILIANOPOLIS,2021-05-07,1a Dose,41
EMILIANOPOLIS,2021-05-07,2a Dose,1
EMILIANOPOLIS,2021-05-08,1a Dose,2
EMILIANOPOLIS,2021-05-10,1a Dose,4
EMILIANOPOLIS,2021-05-11,1a Dose,30
EMILIANOPOLIS,2021-05-12,1a Dose,32
EMILIANOPOLIS,2021-05-13,1a Dose,27
EMILIANOPOLIS,2021-05-14,1a Dose,15
EMILIANOPOLIS,2021-05-15,1a Dose,2
EMILIANOPOLIS,2021-05-17,1a Dose,16
EMILIANOPOLIS,2021-05-18,1a Dose,30
EMILIANOPOLIS,2021-05-18,2a Dose,9
EMILIANOPOLIS,2021-05-19,1a Dose,4
EMILIANOPOLIS,2021-05-19,2a Dose,1
EMILIANOPOLIS,2021-05-20,1a Dose,13
EMILIANOPOLIS,2021-05-24,1a Dose,12
EMILIANOPOLIS,2021-05-25,1a Dose,6
EMILIANOPOLIS,2021-05-26,1a Dose,7
EMILIANOPOLIS,2021-05-26,2a Dose,19
ENGENHEIRO COELHO,2021-01-22,1a Dose,38
ENGENHEIRO COELHO,2021-01-23,1a Dose,12
ENGENHEIRO COELHO,2021-01-25,1a Dose,51
ENGENHEIRO COELHO,2021-01-26,1a Dose,14
ENGENHEIRO COELHO,2021-01-27,1a Dose,40
ENGENHEIRO COELHO,2021-01-28,1a Dose,26
ENGENHEIRO COELHO,2021-01-29,1a Dose,35
ENGENHEIRO COELHO,2021-02-01,1a Dose,29
ENGENHEIRO COELHO,2021-02-02,1a Dose,14
ENGENHEIRO COELHO,2021-02-03,1a Dose,24
ENGENHEIRO COELHO,2021-02-04,1a Dose,19
ENGENHEIRO COELHO,2021-02-05,1a Dose,21
ENGENHEIRO COELHO,2021-02-08,1a Dose,42
ENGENHEIRO COELHO,2021-02-08,2a Dose,2
ENGENHEIRO COELHO,2021-02-09,1a Dose,32
ENGENHEIRO COELHO,2021-02-10,1a Dose,43
ENGENHEIRO COELHO,2021-02-11,1a Dose,45
ENGENHEIRO COELHO,2021-02-11,2a Dose,6
ENGENHEIRO COELHO,2021-02-12,1a Dose,27
ENGENHEIRO COELHO,2021-02-12,2a Dose,50
ENGENHEIRO COELHO,2021-02-14,1a Dose,1
ENGENHEIRO COELHO,2021-02-15,1a Dose,1
ENGENHEIRO COELHO,2021-02-17,1a Dose,1
ENGENHEIRO COELHO,2021-02-17,2a Dose,32
ENGENHEIRO COELHO,2021-02-18,1a Dose,2
ENGENHEIRO COELHO,2021-02-18,2a Dose,51
ENGENHEIRO COELHO,2021-02-19,1a Dose,1
ENGENHEIRO COELHO,2021-02-19,2a Dose,13
ENGENHEIRO COELHO,2021-02-22,1a Dose,1
ENGENHEIRO COELHO,2021-02-22,2a Dose,4
ENGENHEIRO COELHO,2021-02-23,2a Dose,1
ENGENHEIRO COELHO,2021-02-24,1a Dose,1
ENGENHEIRO COELHO,2021-02-24,2a Dose,2
ENGENHEIRO COELHO,2021-02-26,1a Dose,1
ENGENHEIRO COELHO,2021-03-01,1a Dose,63
ENGENHEIRO COELHO,2021-03-02,1a Dose,31
ENGENHEIRO COELHO,2021-03-03,1a Dose,51
ENGENHEIRO COELHO,2021-03-03,2a Dose,74
ENGENHEIRO COELHO,2021-03-04,1a Dose,41
ENGENHEIRO COELHO,2021-03-04,2a Dose,43
ENGENHEIRO COELHO,2021-03-05,1a Dose,31
ENGENHEIRO COELHO,2021-03-05,2a Dose,29
ENGENHEIRO COELHO,2021-03-08,1a Dose,37
ENGENHEIRO COELHO,2021-03-08,2a Dose,23
ENGENHEIRO COELHO,2021-03-09,1a Dose,19
ENGENHEIRO COELHO,2021-03-09,2a Dose,11
ENGENHEIRO COELHO,2021-03-11,2a Dose,1
ENGENHEIRO COELHO,2021-03-12,1a Dose,12
ENGENHEIRO COELHO,2021-03-12,2a Dose,9
ENGENHEIRO COELHO,2021-03-15,1a Dose,87
ENGENHEIRO COELHO,2021-03-15,2a Dose,6
ENGENHEIRO COELHO,2021-03-16,1a Dose,19
ENGENHEIRO COELHO,2021-03-16,2a Dose,3
ENGENHEIRO COELHO,2021-03-17,1a Dose,1
ENGENHEIRO COELHO,2021-03-18,1a Dose,16
ENGENHEIRO COELHO,2021-03-19,1a Dose,107
ENGENHEIRO COELHO,2021-03-19,2a Dose,3
ENGENHEIRO COELHO,2021-03-20,1a Dose,19
ENGENHEIRO COELHO,2021-03-20,2a Dose,1
ENGENHEIRO COELHO,2021-03-22,1a Dose,55
ENGENHEIRO COELHO,2021-03-23,1a Dose,31
ENGENHEIRO COELHO,2021-03-23,2a Dose,6
ENGENHEIRO COELHO,2021-03-24,1a Dose,4
ENGENHEIRO COELHO,2021-03-24,2a Dose,7
ENGENHEIRO COELHO,2021-03-25,1a Dose,44
ENGENHEIRO COELHO,2021-03-25,2a Dose,31
ENGENHEIRO COELHO,2021-03-26,1a Dose,83
ENGENHEIRO COELHO,2021-03-26,2a Dose,30
ENGENHEIRO COELHO,2021-03-27,1a Dose,18
ENGENHEIRO COELHO,2021-03-28,2a Dose,1
ENGENHEIRO COELHO,2021-03-29,1a Dose,44
ENGENHEIRO COELHO,2021-03-29,2a Dose,10
ENGENHEIRO COELHO,2021-03-30,1a Dose,6
ENGENHEIRO COELHO,2021-03-30,2a Dose,17
ENGENHEIRO COELHO,2021-03-31,1a Dose,15
ENGENHEIRO COELHO,2021-03-31,2a Dose,18
ENGENHEIRO COELHO,2021-04-01,1a Dose,8
ENGENHEIRO COELHO,2021-04-01,2a Dose,11
ENGENHEIRO COELHO,2021-04-02,1a Dose,30
ENGENHEIRO COELHO,2021-04-02,2a Dose,7
ENGENHEIRO COELHO,2021-04-05,1a Dose,56
ENGENHEIRO COELHO,2021-04-05,2a Dose,94
ENGENHEIRO COELHO,2021-04-06,1a Dose,1
ENGENHEIRO COELHO,2021-04-09,1a Dose,1
ENGENHEIRO COELHO,2021-04-09,2a Dose,55
ENGENHEIRO COELHO,2021-04-12,1a Dose,79
ENGENHEIRO COELHO,2021-04-12,2a Dose,26
ENGENHEIRO COELHO,2021-04-13,1a Dose,70
ENGENHEIRO COELHO,2021-04-13,2a Dose,5
ENGENHEIRO COELHO,2021-04-14,1a Dose,15
ENGENHEIRO COELHO,2021-04-15,1a Dose,14
ENGENHEIRO COELHO,2021-04-15,2a Dose,70
ENGENHEIRO COELHO,2021-04-16,1a Dose,9
ENGENHEIRO COELHO,2021-04-16,2a Dose,8
ENGENHEIRO COELHO,2021-04-17,1a Dose,3
ENGENHEIRO COELHO,2021-04-17,2a Dose,9
ENGENHEIRO COELHO,2021-04-19,1a Dose,68
ENGENHEIRO COELHO,2021-04-19,2a Dose,47
ENGENHEIRO COELHO,2021-04-20,1a Dose,61
ENGENHEIRO COELHO,2021-04-20,2a Dose,71
ENGENHEIRO COELHO,2021-04-22,1a Dose,25
ENGENHEIRO COELHO,2021-04-22,2a Dose,6
ENGENHEIRO COELHO,2021-04-23,1a Dose,20
ENGENHEIRO COELHO,2021-04-23,2a Dose,62
ENGENHEIRO COELHO,2021-04-24,2a Dose,2
ENGENHEIRO COELHO,2021-04-26,1a Dose,11
ENGENHEIRO COELHO,2021-04-26,2a Dose,13
ENGENHEIRO COELHO,2021-04-27,1a Dose,6
ENGENHEIRO COELHO,2021-04-28,1a Dose,11
ENGENHEIRO COELHO,2021-04-28,2a Dose,12
ENGENHEIRO COELHO,2021-04-29,1a Dose,9
ENGENHEIRO COELHO,2021-04-29,2a Dose,3
ENGENHEIRO COELHO,2021-04-30,1a Dose,2
ENGENHEIRO COELHO,2021-04-30,2a Dose,2
ENGENHEIRO COELHO,2021-05-03,1a Dose,4
ENGENHEIRO COELHO,2021-05-03,2a Dose,5
ENGENHEIRO COELHO,2021-05-04,1a Dose,10
ENGENHEIRO COELHO,2021-05-04,2a Dose,16
ENGENHEIRO COELHO,2021-05-05,1a Dose,8
ENGENHEIRO COELHO,2021-05-05,2a Dose,8
ENGENHEIRO COELHO,2021-05-06,1a Dose,6
ENGENHEIRO COELHO,2021-05-06,2a Dose,3
ENGENHEIRO COELHO,2021-05-07,1a Dose,35
ENGENHEIRO COELHO,2021-05-07,2a Dose,5
ENGENHEIRO COELHO,2021-05-10,1a Dose,56
ENGENHEIRO COELHO,2021-05-10,2a Dose,36
ENGENHEIRO COELHO,2021-05-11,1a Dose,26
ENGENHEIRO COELHO,2021-05-11,2a Dose,4
ENGENHEIRO COELHO,2021-05-12,1a Dose,49
ENGENHEIRO COELHO,2021-05-13,1a Dose,33
ENGENHEIRO COELHO,2021-05-14,1a Dose,39
ENGENHEIRO COELHO,2021-05-14,2a Dose,2
ENGENHEIRO COELHO,2021-05-15,1a Dose,15
ENGENHEIRO COELHO,2021-05-16,2a Dose,1
ENGENHEIRO COELHO,2021-05-17,1a Dose,41
ENGENHEIRO COELHO,2021-05-17,2a Dose,6
ENGENHEIRO COELHO,2021-05-18,1a Dose,26
ENGENHEIRO COELHO,2021-05-18,2a Dose,11
ENGENHEIRO COELHO,2021-05-20,1a Dose,40
ENGENHEIRO COELHO,2021-05-20,2a Dose,5
ENGENHEIRO COELHO,2021-05-21,1a Dose,59
ENGENHEIRO COELHO,2021-05-21,2a Dose,3
ENGENHEIRO COELHO,2021-05-24,1a Dose,37
ENGENHEIRO COELHO,2021-05-24,2a Dose,7
ENGENHEIRO COELHO,2021-05-25,1a Dose,29
ENGENHEIRO COELHO,2021-05-25,2a Dose,6
ENGENHEIRO COELHO,2021-05-26,1a Dose,24
ENGENHEIRO COELHO,2021-05-26,2a Dose,8
ESPIRITO SANTO DO PINHAL,2021-01-22,1a Dose,391
ESPIRITO SANTO DO PINHAL,2021-01-22,2a Dose,1
ESPIRITO SANTO DO PINHAL,2021-01-23,1a Dose,27
ESPIRITO SANTO DO PINHAL,2021-01-25,1a Dose,61
ESPIRITO SANTO DO PINHAL,2021-01-26,1a Dose,22
ESPIRITO SANTO DO PINHAL,2021-01-27,1a Dose,28
ESPIRITO SANTO DO PINHAL,2021-01-28,1a Dose,34
ESPIRITO SANTO DO PINHAL,2021-01-29,1a Dose,195
ESPIRITO SANTO DO PINHAL,2021-02-01,1a Dose,105
ESPIRITO SANTO DO PINHAL,2021-02-02,1a Dose,87
ESPIRITO SANTO DO PINHAL,2021-02-02,2a Dose,1
ESPIRITO SANTO DO PINHAL,2021-02-03,1a Dose,183
ESPIRITO SANTO DO PINHAL,2021-02-04,1a Dose,191
ESPIRITO SANTO DO PINHAL,2021-02-05,1a Dose,116
ESPIRITO SANTO DO PINHAL,2021-02-06,1a Dose,115
ESPIRITO SANTO DO PINHAL,2021-02-08,1a Dose,131
ESPIRITO SANTO DO PINHAL,2021-02-09,1a Dose,51
ESPIRITO SANTO DO PINHAL,2021-02-09,2a Dose,1
ESPIRITO SANTO DO PINHAL,2021-02-10,1a Dose,67
ESPIRITO SANTO DO PINHAL,2021-02-11,1a Dose,25
ESPIRITO SANTO DO PINHAL,2021-02-11,2a Dose,4
ESPIRITO SANTO DO PINHAL,2021-02-12,1a Dose,6
ESPIRITO SANTO DO PINHAL,2021-02-12,2a Dose,89
ESPIRITO SANTO DO PINHAL,2021-02-15,1a Dose,163
ESPIRITO SANTO DO PINHAL,2021-02-15,2a Dose,326
ESPIRITO SANTO DO PINHAL,2021-02-16,1a Dose,72
ESPIRITO SANTO DO PINHAL,2021-02-16,2a Dose,58
ESPIRITO SANTO DO PINHAL,2021-02-17,1a Dose,72
ESPIRITO SANTO DO PINHAL,2021-02-17,2a Dose,12
ESPIRITO SANTO DO PINHAL,2021-02-18,1a Dose,12
ESPIRITO SANTO DO PINHAL,2021-02-18,2a Dose,2
ESPIRITO SANTO DO PINHAL,2021-02-19,1a Dose,12
ESPIRITO SANTO DO PINHAL,2021-02-19,2a Dose,72
ESPIRITO SANTO DO PINHAL,2021-02-22,1a Dose,2
ESPIRITO SANTO DO PINHAL,2021-02-22,2a Dose,2
ESPIRITO SANTO DO PINHAL,2021-02-23,1a Dose,2
ESPIRITO SANTO DO PINHAL,2021-02-23,2a Dose,1
ESPIRITO SANTO DO PINHAL,2021-02-24,1a Dose,1
ESPIRITO SANTO DO PINHAL,2021-02-24,2a Dose,3
ESPIRITO SANTO DO PINHAL,2021-02-25,2a Dose,1
ESPIRITO SANTO DO PINHAL,2021-02-26,2a Dose,4
ESPIRITO SANTO DO PINHAL,2021-03-01,1a Dose,350
ESPIRITO SANTO DO PINHAL,2021-03-01,2a Dose,5
ESPIRITO SANTO DO PINHAL,2021-03-02,1a Dose,288
ESPIRITO SANTO DO PINHAL,2021-03-02,2a Dose,202
ESPIRITO SANTO DO PINHAL,2021-03-03,1a Dose,203
ESPIRITO SANTO DO PINHAL,2021-03-03,2a Dose,219
ESPIRITO SANTO DO PINHAL,2021-03-04,1a Dose,100
ESPIRITO SANTO DO PINHAL,2021-03-04,2a Dose,112
ESPIRITO SANTO DO PINHAL,2021-03-05,1a Dose,4
ESPIRITO SANTO DO PINHAL,2021-03-05,2a Dose,138
ESPIRITO SANTO DO PINHAL,2021-03-08,1a Dose,80
ESPIRITO SANTO DO PINHAL,2021-03-08,2a Dose,9
ESPIRITO SANTO DO PINHAL,2021-03-09,1a Dose,87
ESPIRITO SANTO DO PINHAL,2021-03-09,2a Dose,214
ESPIRITO SANTO DO PINHAL,2021-03-10,1a Dose,96
ESPIRITO SANTO DO PINHAL,2021-03-10,2a Dose,67
ESPIRITO SANTO DO PINHAL,2021-03-11,1a Dose,58
ESPIRITO SANTO DO PINHAL,2021-03-11,2a Dose,28
ESPIRITO SANTO DO PINHAL,2021-03-12,1a Dose,42
ESPIRITO SANTO DO PINHAL,2021-03-12,2a Dose,15
ESPIRITO SANTO DO PINHAL,2021-03-13,1a Dose,1
ESPIRITO SANTO DO PINHAL,2021-03-15,1a Dose,17
ESPIRITO SANTO DO PINHAL,2021-03-15,2a Dose,6
ESPIRITO SANTO DO PINHAL,2021-03-17,1a Dose,197
ESPIRITO SANTO DO PINHAL,2021-03-17,2a Dose,9
ESPIRITO SANTO DO PINHAL,2021-03-18,1a Dose,132
ESPIRITO SANTO DO PINHAL,2021-03-18,2a Dose,2
ESPIRITO SANTO DO PINHAL,2021-03-19,1a Dose,107
ESPIRITO SANTO DO PINHAL,2021-03-19,2a Dose,4
ESPIRITO SANTO DO PINHAL,2021-03-20,1a Dose,707
ESPIRITO SANTO DO PINHAL,2021-03-20,2a Dose,6
ESPIRITO SANTO DO PINHAL,2021-03-22,1a Dose,32
ESPIRITO SANTO DO PINHAL,2021-03-22,2a Dose,1
ESPIRITO SANTO DO PINHAL,2021-03-23,1a Dose,6
ESPIRITO SANTO DO PINHAL,2021-03-23,2a Dose,5
ESPIRITO SANTO DO PINHAL,2021-03-24,1a Dose,15
ESPIRITO SANTO DO PINHAL,2021-03-24,2a Dose,9
ESPIRITO SANTO DO PINHAL,2021-03-25,1a Dose,16
ESPIRITO SANTO DO PINHAL,2021-03-25,2a Dose,81
ESPIRITO SANTO DO PINHAL,2021-03-26,1a Dose,14
ESPIRITO SANTO DO PINHAL,2021-03-26,2a Dose,43
ESPIRITO SANTO DO PINHAL,2021-03-27,1a Dose,783
ESPIRITO SANTO DO PINHAL,2021-03-27,2a Dose,2
ESPIRITO SANTO DO PINHAL,2021-03-29,1a Dose,31
ESPIRITO SANTO DO PINHAL,2021-03-29,2a Dose,21
ESPIRITO SANTO DO PINHAL,2021-03-30,1a Dose,38
ESPIRITO SANTO DO PINHAL,2021-03-30,2a Dose,76
ESPIRITO SANTO DO PINHAL,2021-03-31,1a Dose,13
ESPIRITO SANTO DO PINHAL,2021-03-31,2a Dose,98
ESPIRITO SANTO DO PINHAL,2021-04-01,2a Dose,2
