state,place_type,city,city_ibge_code,date,epidemiological_week,estimated_population,estimated_population_2019,is_last,is_repeated,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,last_available_date,last_available_death_rate,last_available_deaths,order_for_place,new_confirmed,new_deaths,id_municipio,municipio,latitude,longitude
SP,city,Três Fronteiras,3554904,2021-05-30,202122,5832,5807,True,False,554,9499.31413,2021-05-30,0.0451,25,376,0,0,5348,Três Fronteiras,-20.234355,-50.890528
SP,city,Tuiuti,3554953,2021-05-30,202122,6977,6894,True,False,147,2106.92275,2021-05-30,0.0068,1,401,1,0,5349,Tuiuti,-22.819324,-46.693746
SP,city,Tupã,3555000,2021-05-30,202122,65570,65524,True,False,4685,7145.03584,2021-05-30,0.0376,176,416,175,4,5350,Tupã,-21.933528,-50.519113
SP,city,Tupi Paulista,3555109,2021-05-30,202122,15583,15495,True,False,1335,8567.02817,2021-05-30,0.0307,41,398,2,0,5351,Tupi Paulista,-21.382455,-51.575004
SP,city,Turiúba,3555208,2021-05-30,202122,2020,2016,True,False,158,7821.78218,2021-05-30,0.0127,2,348,4,0,5352,Turiúba,-20.942758,-50.11349
SP,city,Turmalina,3555307,2021-05-30,202122,1696,1727,True,False,141,8313.67925,2021-05-30,0.0284,4,362,3,0,5353,Turmalina,-20.048588,-50.479198
SP,city,Ubarana,3555356,2021-05-30,202122,6400,6309,True,False,721,11265.625,2021-05-30,0.018,13,354,12,1,5354,Ubarana,-21.164965,-49.719765
SP,city,Ubatuba,3555406,2021-05-30,202122,91824,90799,True,False,5772,6285.93832,2021-05-30,0.0185,107,413,24,0,5355,Ubatuba,-23.433162,-45.083415
SP,city,Ubirajara,3555505,2021-05-30,202122,4804,4780,True,False,249,5183.18068,2021-05-30,0.0241,6,388,0,0,5356,Ubirajara,-22.527208,-49.66126
SP,city,Uchoa,3555604,2021-05-30,202122,10151,10110,True,False,1034,10186.18855,2021-05-30,0.0222,23,391,0,0,5357,Uchoa,-20.951106,-49.171295
SP,city,União Paulista,3555703,2021-05-30,202122,1865,1844,True,False,142,7613.94102,2021-05-30,0.0282,4,389,0,0,5358,União Paulista,-20.886227,-49.902509
SP,city,Urânia,3555802,2021-05-30,202122,9120,9114,True,False,1015,11129.38596,2021-05-30,0.0305,31,372,9,0,5359,Urânia,-20.245461,-50.645498
SP,city,Uru,3555901,2021-05-30,202122,1153,1165,True,False,131,11361.66522,2021-05-30,0.0229,3,390,0,0,5360,Uru,-21.786641,-49.284846
SP,city,Urupês,3556008,2021-05-30,202122,13888,13809,True,False,619,4457.08525,2021-05-30,0.0485,30,382,5,0,5361,Urupês,-21.203207,-49.293103
SP,city,Valentim Gentil,3556107,2021-05-30,202122,13532,13326,True,False,1605,11860.77446,2021-05-30,0.0324,52,380,11,1,5362,Valentim Gentil,-20.421681,-50.088928
SP,city,Valinhos,3556206,2021-05-30,202122,131210,129193,True,False,10639,8108.37589,2021-05-30,0.0271,288,432,59,0,5363,Valinhos,-22.969805,-46.997367
SP,city,Valparaíso,3556305,2021-05-30,202122,26822,26480,True,False,2210,8239.50488,2021-05-30,0.0253,56,387,28,0,5364,Valparaíso,-21.222929,-50.869874
SP,city,Vargem Grande Paulista,3556453,2021-05-30,202122,53468,52597,True,False,1971,3686.31705,2021-05-30,0.0375,74,438,19,1,5367,Vargem Grande Paulista,-23.599338,-47.022038
SP,city,Várzea Paulista,3556503,2021-05-30,202122,123071,121838,True,False,5942,4828.10735,2021-05-30,0.0296,176,412,211,3,5368,Várzea Paulista,-23.213582,-46.823444
SP,city,Vinhedo,3556701,2021-05-30,202122,80111,78728,True,False,7135,8906.39238,2021-05-30,0.0184,131,426,53,0,5370,Vinhedo,-23.030184,-46.983312
SP,city,Viradouro,3556800,2021-05-30,202122,19017,18898,True,False,1681,8839.45943,2021-05-30,0.0369,62,388,15,0,5371,Viradouro,-20.873382,-48.292974
SP,city,Vista Alegre do Alto,3556909,2021-05-30,202122,8989,8810,True,False,653,7264.43431,2021-05-30,0.0153,10,405,1,0,5372,Vista Alegre do Alto,-21.169222,-48.628383
SP,city,Vitória Brasil,3556958,2021-05-30,202122,1846,1840,True,False,178,9642.47021,2021-05-30,0.0393,7,344,1,0,5373,Vitória Brasil,-20.195582,-50.487452
SP,city,Votorantim,3557006,2021-05-30,202122,123599,122480,True,False,7063,5714.44753,2021-05-30,0.0498,352,426,231,4,5374,Votorantim,-23.54459,-47.438753
SP,city,Zacarias,3557154,2021-05-30,202122,2752,2718,True,False,230,8357.55814,2021-05-30,0.0304,7,375,0,1,5376,Zacarias,-21.050554,-50.055222
SP,state,,35,2021-05-31,202122,46289333,45919049,True,False,3272043,7068.67606,2021-05-31,0.034,111374,462,6113,70,NA,NA,-22.19,-48.79
